	artist	category	genre	title	tracks	year	id	merged_values
342	Chris & Johnny	Folk	Folk	Miles And Means	1342	1994	100353	
343	Bob Dylan	Folk		Love And Theft	1343		100354	
344	Hassan Hakmoun	Folk		Life Around The World	1344		100355	
345	Bri	Folk	Folk	Unpolished	1345	2001	100356	
346	Leonard Cohen	Folk	Folk	More Best Of	1346		100357	
347	Alexander Scourby	Folk	Gospel	King James Bible	1347		100358	
348	Merel Chiasson	Folk		Old Time Fiddle Tunes	1348		100359	
349	Hans Mayer	Folk	Folk	See You Later Alligator	1349		100360	
350	Thomas & Thomas	Folk		Weihnachten	1350		100361	
351	The New Christy Minstrels	Folk	Folk	36 All-time Folk Favorites Vol 2	1351	2000	100362	
352	Pedro Messone	Folk	Folk/rock	Mejores Exitos	1352		100363	
353	Sadik Gãœrbãœz	Folk	Folk	2 - Sevdadã½r	1353		100364	
354	Tata Mirando En Zijn Zigeunerorkest	Folk	Gypsy	Tata Mirando En Zijn Zigeunerorkest	1354	1994	100365	
355	Die Diamanten	Folk		I Mag Di	1355		100366	
356	Elfi Reitz	Folk	Folklore	Die Singende Winzerin	1356		100367	
357	Sevillanas Histã³ricas	Folk	Folklore	Sevillanas Histã³ricas - Volumen I	1357	2002	100368	
358	Vocal Carpe Diem	Folk	Gospel	Cantar Ã© Preciso	1358	2002	100369	
359	Scarlet's Well	Folk		Strange Letters	1359		100370	
360	Pierre Perret	Folk	Folk	Ã§ui-lã	1360	2002	100371	
361	Des Geyers Schwarzer Haufen	Folk	Folk/rock	All Voll	1361	1988	100372	
362	Lasse Dahlberg & Hans Kennemark	Folk	Folklore	Hã´l I Vã¤gga	1362	1995	100373	
363	Renaud	Folk	Chanson	Mistral Gagnant	1363	1985	100374	
364	Heerlijke Hollandse Hits Cd 047	Folk		Renee De Haan	1364		100375	
365	Halvdan Sivertsen	Folk	Folk	Amerika	1365		100376	
366	Matapat	Folk	Folk	Petit Fou	1366	2001	100377	
367	Woody Guthrie	Folk		A Legendary Performer	1367		100378	
368	Junco	Folk	Folk	Junco	1368	2001	100379	
369	Adriana Landeros	Folk		Si Te Vas	1369		100380	
370	Varios	Folk	Folk	Iii Certamen Tunas Almeria	1370	1995	100381	
371	Rachel Bissex	Folk		Don't Look Down	1371		100384	
372	Ãƒâ«â®dâ¡â¢ã‘ã®ãâ¼â¡â¢ã€ã®ã¨âªâ¡â¢ã‚ãžâºâ£ã“â¢	Folk	Folk	Ã”ã§â´âºâµã„ã’ã´â·ã»	1372	1999	100385	
373	David Michael & Randy Mead	Folk		Keystone Passage	1373	1993	100386	
374	Septeto Santiaguero	Folk	Salsa	La Pulidora	1374	1999	100387	
375	Declan Masterson	Folk	Celtic	End Of The Harvest	1375	1991	100388	
376	Various Artists	Folk		Artists Of Talent Connections	1376		100389	
377	Mannik Grigorian	Folk	National Folk	Van	1377		100390	
378	Steve Mcdonald	Folk	Celtic	Legend	1378		100391	
379	Rockdrigo Gonzã¡lez	Folk		En El Cafã© De Los Artesanos, Aguascalientes. Vol. 1	1379		100392	
380	Ãmsir	Folk	Folk-rock	Megasarlã¶g	1380		100393	
381	Okay Temiz & The Zurna Project	Folk		Karsilama	1381	1999	100394	
382	Sugartown	Folk	Folk	Sugartown	1382	2002	100395	
383	Corries	Folk	Celtic	Live At The Royal Lyceum Theatre	1383	1998	100396	
384	Marilyn Manson	Folk	Gothic Rock	Mechanical Animals	1384	1999	100397	
385	Mike Craver	Folk	Folk	Wagoner's Lad	1385	1999	100398	
386	Nancy Bryan	Folk	Folk-rock	Neon Angel	1386	2000	100399	
387	Paul Brady	Folk		The Paul Brady Songbook	1387	2002	100400	
388	The Horse Flies	Folk	Folk	The Horse Flies	1388		100401	
389	Nanaku Group	Folk	Folk	Hitam Hitam Kuli Kanari	1389		100402	
390	Dobe Newton Et Al	Folk		Best Of Songs & Stories Of Australia, Cd 2	1390		100403	
391	Kalle Almlã¶f	Folk		Lejsmelã¥tar	1391		100404	
392	Rory Mcleod	Folk		Travelling Home	1392		100405	
393	Nationale Blue	Folk	Indie	A Different Kind Of Listening	1393	2002	100406	
394	Kilima Hawaiians	Folk	Folk	Rhythm Of The Islands	1394	1988	100407	
395	Ãˆ. Ã†ã¥ã«ã ã­ã­ã ã¿ Ã¨ Farlanders	Folk	Folk/rock	Moments	1395		100408	
396	Youssou N'dour	Folk	Pop-folk	Birth Of A Star	1396	2001	100409	
397	Vig Mihaly	Folk		Ciganydalok	1397		100410	
398	Rosa Balistreri	Folk	Folk-rock	I Luoghi E La Memoria	1398		100411	
399	Della Bosiers	Folk	Vocal	Della Bosiers 1972-1974	1399	1998	100412	
400	Pete Seeger	Folk	Folk	All-time Favorites	1400		100413	
401	Sebastian Siegel	Folk	Folk	Ich Mã¶chtâ´ So Gern Dein Teddybã¤r Sein	1401	1997	100414	
402	Vã­ctor Herdia	Folk	Folklore	Vã­ctor Herdia	1402	1991	100415	
403	Sestry Steinovy	Folk		Muj Tanec	1403		100416	
404	Kazantzidis Stelios	Folk	Laika	To Tragoudi Ths Kardias Mou	1404		100417	
405	Buffy Sainte-marie	Folk	Folk	It's My Way!	1405	1964	100418	
406	Various Artists	Folk	Swing	Swing City	1406	2000	100419	
407	Steve & Annie Chapman	Folk	Gospel	For Times Like These	1407	1991	100420	
408	Massamba	Folk		African Soukouss	1408		100421	
409	Ã‚ã«ã ã¤ã¨ã¬ã¨ã° Ã‚ã»ã±ã®ã¶ãªã¨ã©	Folk	Folk	Ã‚ã«ã ã¤ã¨ã¬ã¨ã° Ã‚ã»ã±ã®ã¶ãªã¨ã© Ã¢ Ã§ã ã¯ã¨ã±ã¿ãµ Ãœã¨ãµã ã¨ã«ã  Ã˜ã¥ã¬ã¿ãªã¨ã­ã  (6)	1409		100422	
410	La Marmotte	Folk	Folk	Chez Madeleine	1410	2000	100423	
411	Highland Weavers/going Home	Folk		Highland Weavers/going Home	1411		100424	
412	Rolando Boldrin	Folk	Pop	Grandes Sucessos	1412		100425	
413	Opus Cuatro	Folk	Folklore	Militantes De La Vida	1413	1984	100426	
414	Belchior	Folk	Mpb	Auto Retrato-cd2 - Pequeno Mapa Do Tempo	1414		100427	
415	Kaysha	Folk	Freestyle	I'm Ready	1415	1998	100428	
416	Tony Conjugacion	Folk		The Collection	1416		100429	
417	Various Artists	Folk	Christian Rock	You Will Remain	1417	2003	100430	
418	Frans Bauer	Folk	Folk	De Frans Bauer Karaoke Top 30 Cd 1	1418	1997	100431	
419	Various	Folk	Celtic	Celtic Heritage	1419	2000	100432	
420	Georg Kreisler	Folk	Cabaret	Lieder Zum Fã¼rchten	1420	1990	100433	
421	Goran Ivanovic & Fareed Haque	Folk		Macedonian Blues	1421		100434	
422	Waterdeep Worship	Folk	Christian Rock	You Are So Good To Me	1422	2001	100435	
423	Despoina Vandi	Folk		The Best - Cd 2	1423		100436	
424	Buzzworld	Folk	Folk	Saol Buzz	1424	1996	100437	
425	David Gray	Folk	Folk/rock	Sell, Sell, Sell	1425		100438	
426	Fatih Kisaparmak	Folk		Vay Benim Hayallerim	1426		100439	
427	50 Greatest Gospel Hits	Folk	Gospel	50 Greatest Gospel Hits Cd2	1427	2003	100440	
428	Kanda Bongo Man	Folk		The Very Best	1428		100441	
429	Exit	Folk	Gospel	Pellavaa Ja Purppuraa	1429	1997	100442	
430	Pepe Aguilar	Folk	Folk	Y Tenerte Otra Vez	1430	2003	100443	
431	Roberto Blades	Folk	Salsa	Encore	1431	2001	100444	
432	Davide Van De Sfroos	Folk	Folklore	Brã¨va E Tivã n	1432	1999	100445	
433	Ãžã«ã¥ã£ Ãšã®ã±ã²ã°ã®ã¢	Folk		Ãˆã¢ã®ã­ã­ã	1433		100446	
434	Various Artistsings Of Traditional Irish Dance Music	Folk	Celtic	Happy To Meet, Sorry To Part - Classic Recordings Of Traditional Irish Dance Music	1434	1996	100448	
435	Â³â¯â«ã˜â¦~	Folk		Â®ã¼â¬v	1435		100449	
436	Zeleziar	Folk	Folklore	Hudba Ku Skole Tanca	1436		100450	
437	Al-kindã®	Folk		Le Salon De Musique D'alep	1437	1998	100451	
438	Various	Folk	National Folk	Hollandse Hits Op Mortier Orgel	1438		100452	
439	Limeliters, The	Folk	Folk	Limeliters, The	1439	1959	100453	
440	Vicente Fernandez	Folk		Por Tu Maldito Amor	1440		100454	
441	Lucã­a De La Cruz	Folk	Folklore	Vol. 0	1441		100455	
442	Peter Grã¸nlund	Folk	Dk-dansk	Bolvã¦rksmatroser	1442	2000	100456	
443	Palemiger Spatzen	Folk	Folk	Harmonika Party	1443		100457	
444	Khamisu Khan	Folk		Art Of Alghoza From Sind	1444		100458	
445	Commonbond	Folk		Super Elastic Acoustic Plastic	1445		100459	
446	Kevn Kinney	Folk		Down Out Law	1446		100460	
447	Various	Folk	Son	Cuban Lullabys	1447		100461	
448	Pogues	Folk	Folk	Hell's Ditch	1448	1990	100462	
449	Dan Bonis	Folk	Acoustic	Delivering The Cake	1449	2004	100463	
450	Jerry Garcia	Folk	Bluegrass	Jerry's Home (disc Ii)	1450	1995	100464	
451	Vamp	Folk	Folk	God Morgen, Sã¸ster	1451	1993	100465	
452	Various	Folk	Irish Folk	Classic Irish Airs (instrumental)	1452	1997	100466	
453	Subway To Sally	Folk	National Folk	Mcmxcv	1453	1995	100467	
454	Vujicsics Ensemble	Folk		Serb And Croat Folk Music	1454		100468	
455	Bert Jansch	Folk	Folk	The Ornament Tree	1455	1990	100469	
456	Juan Perro	Folk		Raices Al Viento	1456		100470	
457	Spailpã­n	Folk		On A Long Journey Home	1457		100471	
458	Two Left Feet	Folk	Folk	Music For Irish Dancing - Vol 1 - Solos	1458	2000	100472	
459	Ali	Folk	Zouk	At Home...	1459	1999	100473	
460	The Urban Gypsies	Folk	Folk	Then There Was Faith	1460	1999	100474	
461	10,000 Maniacs	Folk	Folk	Our Time In Eden	1461	1992	100475	
462	Mary Black	Folk	Folk	Babes In The Wood	1462	1991	100476	
463	Harry Sheppard	Folk		Viva Brasil	1463		100477	
464	Heart Of Ireland	Folk	Celtic	Heart Of Ireland	1464		100478	
465	Kevin Burke	Folk	Folk	In Concert	1465	1999	100479	
466	Varios Reggae	Folk	Folk-rock	Rasta Reggae C.D.3	1466		100480	
467	City Of Invercargill Caledonian Pipe Band	Folk	Folk-rock	Pipin' Hot Ii	1467	2003	100481	
468	Mare Nostrum	Folk		Mare Nostrum	1468		100482	
469	Rock'n'roll Diktator	Folk	Folk	Sorge-ecke-mã¼hsam	1469	2003	100483	
470	Flap	Folk	Irish Folk	Away From Home	1470	1995	100484	
471	Various Artist	Folk	Folklore	Sikidim	1471		100485	
472	Shawn Mullins	Folk		Soul's Core	1472		100486	
473	Rachel Owens	Folk	Folk	Through These Eyes	1473	1999	100487	
474	Runrig	Folk		In Search Of Angels	1474		100488	
475	Miranda Stone	Folk	Folk-rock	7 Deadly Sins	1475	2002	100489	
476	Samy Y Sandra Sandoval	Folk		Samy Y Sandra Sandoval Vol.1	1476		100490	
477	Damon & Naomi	Folk	Folk	Song To The Siren (live In San Sebastian)	1477	2002	100491	
478	Herman Van Veen	Folk	Folk	Was Ich Dir Singen Wollte (live Cd2)	1478	2002	100492	
479	Marwan Abado & Peter Rosmanith	Folk		Marakeb	1479		100493	
480	Various Artists	Folk		Spielrã¤ume - Jubilã¤ums Cd Der Wirkstatt E.V.	1480		100494	
481	Afrikanische Top Stars	Folk	Folklore	African Worldbeat	1481		100495	
482	Vã¡rios	Folk	Gospel	Vem Esta Ã© A Hora	1482	2002	100496	
483	Burnside Accordian Band	Folk	Folk	Marching To Victory	1483	2000	100497	
484	Marã­a Dolores Pradera	Folk	Folk	Ã‰xitos De Marã­a Dolores Pradera	1484	1992	100498	
485	Tomeu Penya	Folk		Aixã² Ã©s Pecat	1485	2001	100499	
486	Ã ã¸ã©ã· Ã ã©ã©ã°ã¹ã¨ã©ã©ã¯	Folk	Ã©ã¬ã£ã©ã­	Ã¤ã ã¸ã©ã¤, Ã¤ã©ã¥ã°ã¤ Ã¥ãºã¸ã°ã¢ã¥ã¬ãº Ã«ã§ã¥ã¬ã¤	1486	1992	100500	
487	Gurktaler Musikanten	Folk		Hast Du Heute Schon An Mich Gedacht	1487		100501	
488	Varios	Folk		Mumm - Musica De Peliculas	1488		100502	
489	El Consorcio	Folk		Programa Doble	1489		100503	
490	Mary Bergin	Folk	Folk	Feadoga Stain	1490	1979	100504	
491	Polkacide	Folk		Polkacide	1491		100505	
492	Mike West And Meeshkin	Folk	Folk/bluegrass	Redneck Riviera	1492	98	100506	
493	Various Artists	Folk	Folk	Die Weiãÿblaue Hitparade Cd 2/2	1493		100507	
494	The Swinging Blue Jeanse Jeans	Folk	Rock & Roll	The Greatest Hits Of The Swinging Blue Jeans	1494	1989	100508	
495	Honolulu Shunshine Band	Folk	Folk	Hawaiian Dreams Cd2	1495	1988	100509	
496	Various Artists	Folk	Nederlands	Schuine Cafã© Hits	1496	2003	100510	
497	Lucinho E Luciano	Folk	Gospel	Volume 4	1497	2001	100511	
498	Celtic Connection	Folk	Folk	Higher	1498		100513	
499	Various Artists	Folk		Sveriges Bã¤sta Dansband 8	1499		100514	
500	El Flamenco A Travã©s	Folk	Folklore	El Flamenco A Travã©s Vol.V	1500	2002	100515	
501	Die Drei Koebesse	Folk		Mundartgerecht Serviert	1501		100516	
502	Tuna De Ingenieros De Telecomunicaciã³n De Valencia	Folk	Folklore	Rumor En Los Balcones	1502		100517	
503	Quilapayãºn	Folk		Adelante	1503		100518	
504	Fagner	Folk		Bateu Saudade	1504		100519	
505	Diverse	Folk	Dance Hall	Sveriges Bã¤sta Dansband 15	1505		100520	
506	Ãã ã¤ã¥ã¦ã¤ã  Ãã ã¡ãªã¨ã­ã	Folk	Folklore	Ãã³ã±ã±ãªã ã¿ Ã¯ã¥ã±ã­ã¿ 3/3	1506	1995	100521	
507	Darrell Mansfield	Folk	Gospel	Last Chance Boogie	1507	1998	100522	
508	Gauchos 4	Folk		Gauchos 4	1508		100523	
509	Jason O'rouke	Folk	Celtic	The Bunch Of Keys	1509		100524	
510	Ã©â»â€™ã§â„¢â¾ã¥?ë†ã¥â§â€°ã¥â¦â¹	Folk	Gothic	Ã¦å“ë†ã£?â®ã¨?â€¢	1510	1993	100525	
511	Lauriete	Folk	Gospel	O Segredo Ã© Louvar	1511	2002	100526	
512	Judy Collins	Folk	Folk	Live At Newport 1959-1966	1512		100527	
513	Frans Bauer	Folk	Folk	/ Frans Bauer	1513	1994	100528	
514	Gary Stroutsos	Folk	Native American	The Native Heart	1514	1997	100529	
515	Ã‡ã‘â±â¹ã„ãã†â¼â³ã™ã…â»â½ãœâ¾ã®ãã®	Folk	Gospel	Best Collection Vol.1	1515		100530	
516	Mark David Stewartloors	Folk		She Can't Cook Or Sew And She Won't Scrub Your Floors	1516		100531	
517	Majestic Moods	Folk	Celtic	Celtic Dawn	1517	1997	100532	
518	Fredl Fesl	Folk	Comedy	Anlass-jodler (best Of)	1518	2003	100533	
519	Various Artists	Folk		Shekinah 13 Artists	1519	2002	100534	
520	Dave Gunning	Folk	Celtic	Caught Between Shadows	1520		100535	
521	Fiddler's Green	Folk		Another Stagebox - Disc 1	1521	2000	100536	
522	Panseluta Feraru	Folk	Folk	Chants Lautar De Bucarest / Lautar Songs From Bucharest	1522	2000	100537	
523	The Pleasant Hill Singers	Folk		Music Of Angels Songs Of The Shaker West	1523		100538	
524	Enzo Avitabile	Folk	Folk	Addã²	1524	1996	100539	
525	Aca Lukas	Folk	Folk	Licna Karta	1525		100540	
526	Battery9	Folk		Strop	1526	1996	100541	
527	Â¤kãnâ¦xâ°ã›	Folk		Â¨â«â¶iâ·sãƒâ¦	1527		100542	
528	Tabu Ley	Folk		Babeti Soukous	1528		100543	
529	Roland Becker	Folk	Celtic	Er Rouã© Stevan	1529	2000	100544	
530	The Walkabouts	Folk	Folk	Trail Of Stars	1530	1999	100545	
531	Diverse	Folk	Folk	Gammel Dansk Humor 1960-1970	1531	1967	100546	
532	Snap Chouchenn	Folk	Celtic	Dropping By For Lunch	1532	1999	100547	
533	Chjami Aghjalesi	Folk	Folk	Cuntrasti E Ricuccate	1533	1990	100548	
534	Roland Utbult	Folk		Sjung Sjung Halleluja	1534		100549	
535	Peter Breinholt & Big Parade	Folk		Deep Summer	1535	1999	100550	
536	Stamps Quartet, J.D. Sumners And The	Folk	Gospel	Masters Of Gospel (series)	1536	1992	100551	
537	Stephan Smith	Folk		New World Worder	1537		100552	
538	Los Huertas	Folk		Populaere Musik Aus Spanien	1538		100553	
539	Peter Zinsli Und Res Schmid	Folk	Folklore	Schwyzerã¶rgeli	1539	1989	100554	
540	Pekelo	Folk	Folk	Pekelo's Hana Jam	1540	1994	100555	
541	John Mogensen	Folk		Der Er Noget Galt I Danmark Cd1	1541		100556	
542	Seekers	Folk	Pop	Future Road	1542		100557	
543	Ãã®ã¬ã ã­ Ã’ã°ã ãµã²ã¥ã­ã¡ã¥ã°ã£	Folk		Ãã¥ã¯ã°ã¨ã«ã¨ã·ã­ã®ã¥	1543		100558	
544	Robin Holcomb	Folk	Folk	The Big Time	1544	2002	100559	
545	Houghton Weavers	Folk	Folk	The Glory Of Love	1545		100560	
546	Tolcsvay Bã©la	Folk		Szã©p Szerelmem Magyarorszã¡g #1 - Napfã©nyfia	1546		100563	
547	Sondre Bratland	Folk		Atterklang	1547		100564	
548	Old Soles	Folk	Folk	Old Soles	1548	2002	100565	
549	Raisa Kyrychenko	Folk	Folk	Cvite Cheremshyna	1549	2000	100566	
550	James Hall	Folk	Gospel	A James Hall Christmas	1550	1999	100567	
551	Los Alfonso	Folk		Musica Del Paraguay	1551		100568	
552	Compilation	Folk		Voices Like Ub40	1552		100569	
553	Variuos	Folk		Syrtaki From Greece (sr)	1553		100570	
554	Ballycotton	Folk	Folk	A La Cut	1554		100571	
555	John Brannen	Folk	Folk	Scarecrow	1555	2000	100572	
556	Rembetika	Folk	Folk	Talking To Charos	1556		100573	
557	Flunk	Folk	Electronic	For Sleepyheads Only	1557		100574	
558	Juliette Greco	Folk		Ã  L'olympia 1992 Cd2	1558		100575	
559	Okay Temiz	Folk		Fis Fis Tziganes	1559		100576	
560	Ã”ã¨ã«ã¨ã¯ã¯ Ãšã¨ã°ãªã®ã°ã®ã¢	Folk		Ãžã©, Ã¬ã ã¬ã , Ã¸ã¨ãªã  Ã¤ã ã¬	1560		100577	
561	Suzanne Mcdermott	Folk		Ephemera	1561	1998	100578	
562	Secret Garden	Folk	Celtic	Once In A Red Moon	1562	2002	100579	
563	Atticus Fault	Folk	Alternative	Atticus Fault	1563	2001	100580	
564	J.P. Cormier	Folk		Another Morning	1564		100581	
565	Dj Mariachi	Folk	Ethnic	A Toda Bachata	1565	2003	100582	
566	Boiled In Lead	Folk	Celtic Rock	Antler Dance	1566	1994	100583	
567	Irshaires	Folk	Celtic	Irishaires	1567	2001	100584	
568	Ani Difranco	Folk	Pop-folk	Up Up Up Up Up Up	1568	1999	100585	
569	Renzo Arbore E L'orchestra Italiana	Folk		Insalata 'e Mare	1569		100586	
570	Tomas Michaud	Folk	Instrumental	New World Flamenco Jazz	1570	2001	100587	
571	Micich & Espe	Folk	Folk	Stacking Stones	1571	1998	100588	
572	Jacqui Mcshees Pentangle	Folk		At The Little Theatre	1572	2000	100589	
573	Leonard Cohen	Folk	Folk	Blossoms Of Heaven, Ashes Of Hell (cd 2)	1573	1993	100590	
574	Owl & The Pussycat	Folk	Indie	Owl & The Pussycat	1574		100591	
575	Will Tura	Folk		Album 6 - 1968	1575		100592	
576	David Shepherd	Folk	Gospel	A Shepherd's Song Of Faith	1576		100593	
577	The Happy Balloon	Folk	Indie	The Fine Art Of Ballooning	1577	2001	100594	
578	Anthony	Folk	Folk	Eens Zal Alles Overgaan	1578	2002	100595	
579	The Foremen	Folk	Folk	What's Left	1579	1996	100596	
580	V. Vysotskij	Folk	Folk	Zyganka S Kartami	1580	1999	100597	
581	Bregenzerwã¤lder Dorfmusikanten	Folk	Volksmusik	Melodie Der Heimat	1581		100598	
582	Jevgeni Doga - V Babuskinel - Original Soundtrack	Folk	Soundtrack	Das Zigeunerlager Zieht In Den Himmel - Original Soundtrack	1582	1976	100599	
583	Various	Folk	Folk	Children Of The World	1583	1994	100600	
584	Anne Lorne Gillies	Folk	Celtic	The Songs Of The Gaels	1584	1997	100602	
585	Bergfeuer	Folk	Folk	Freiheit	1585	1998	100603	
586	Dizionario Della Canzone Italiana	Folk	Cabaret	17 Cabaret 1	1586		100604	
587	Los Palmera	Folk	Folklore	Cuando El Amor Se Daã±a	1587	2001	100605	
588	Mariona Sagarra	Folk	Folk	Frec A Frec	1588	2000	100606	
589	The Champions 1994	Folk			1589		100607	
590	Dominguinhos	Folk	Folk	Chegando De Mansinho	1590		100608	
591	Marcel Dadi	Folk	Folk	Best Of Dadi	1591	1989	100609	
592	Die Krupps	Newage		Volle Kraft Voraus	1592		10061	
593	Talleys	Folk	Gospel	Life Story	1593		100610	
594	Acanto	Folk	Soul	Segnali Di Fumo	1594		100611	
595	Dervish	Folk	Folk	Harmony Hill	1595		100612	
596	Geantrai	Folk		The Music Makers	1596		100614	
597	Boogart	Folk		Vã¤nner Fã¶r Livet	1597		100615	
598	Various	Folk	Afrikaans	Ons Eie - Musiek Vir Altyd	1598	1997	100616	
599	Various	Folk	Ethnic	Balkanija - Miracolo	1599	2002	100617	
600	Osvaldo Pugliese	Folk	Tango	Maestro Del Tango	1600	1996	100618	
601	Folk Scat	Folk		Folk Scat	1601		100619	
602	Josã¨ Feliciano	Folk		Best Of -(cd1)	1602		100620	
603	Wolter Kroes	Folk	Folk	Niemand Anders	1603	2002	100621	
604	Peggy Watson	Folk		A Thousand Wishes	1604		100623	
605	Gospel Joy	Folk	Gospel	Higher And Higher	1605	2001	100624	
606	Lindsay And Gowan	Folk		Thoughts And Stories	1606		100625	
607	Saddleback Church	Folk		One Nation Under God	1607		100626	
608	The Pentangle	Folk	Folk	Basket Of Light	1608		100627	
609	John Mayer	Folk	Pop	John Mayer	1609	2001	100628	
610	Stã©phane Durand	Folk	Folk-rock	Cosmic Drone	1610	2003	100629	
611	Meiway	Folk		Extraterrestre	1611		100630	
612	The Irish Brigade	Folk		Better Late Than Never	1612		100631	
613	Seelyhoo	Folk	Celtic	Leetera	1613	1998	100632	
614	The Iron Horse	Folk	Folk/rock	Demons & Lovers	1614	1997	100633	
615	Carlos Nãºã±ez	Folk	Folk	Os Amores Libres	1615		100634	
616	Kim Carnes	Folk	Folk-rock	Cafe Racers	1616	2001	100636	
617	Various Artists	Folk	------------------ Mkd Narodna ------------------	Goce Fest 2001	1617	2001	100637	
618	Eliza Carthy	Folk	Folk	The Definitive Collection	1618	2003	100638	
619	Diary Of Dreams	Folk	Gothic	Freak Perfume	1619		100639	
620	Peter White	Newage		Promenade	1620		10064	
621	Nadau	Folk	Occitan - Bearnes	Nadau En Companhia - Zenith De Pau 96	1621	1996	100640	
622	Anelise Knudsen	Folk	Folk	Ballade 1	1622	2002	100641	
623	Flatt & Scruggs	Folk		Flatt & Scruggs 1959 - 1963 Volume 5	1623		100642	
624	Officina Zoe'	Folk	Pop-folk	Sangue Vivo	1624	2000	100643	
625	Various Artists	Folk	Folk	Polka Treffen Mit Der Steirischen Harmonika	1625		100644	
626	Big Timber Bluegrass	Folk	Folk	The Best Of Bluegrass	1626		100645	
627	Margo Hennebach	Folk	Folk	Comfort And Joy	1627	1998	100646	
628	Peter, Paul & Mary	Folk	Folk	(moving)	1628	1963	100647	
629	Varios	Folk	Folklore	Parranda Vallenata	1629		100648	
630	Herschel Sizemore	Folk	Bluegrass	Back In Business	1630	1993	100649	
631	Austria 7	Folk		A Biss'l Mehr...	1631		100650	
632	Le Mystã¨re Des Voix Bulgares	Folk		Le Mystã¨re Des Voix Bulgares Vol. 1	1632		100651	
633	Tres Sudamericanos (los)	Folk		Todos Los Exitos	1633	2001	100652	
634	Sing & Learn Vol1	Folk	Folk		1634		100653	
635	Kjarkas	Folk	Folk	Kutimuy (vuelve)	1635		100654	
636	Various Artists	Folk	Folklore	The Balkans - Yugoslavia - Hungary - Rumania	1636		100655	
637	German Hofmann	Folk		Ochsenfurter Musikantenherz	1637		100656	
638	Mama La Terre	Folk		La Vie En Rose	1638		100657	
639	Egge, Ana	Folk	Folk	Mile Marker	1639	1999	100658	
640	Shu-bi-dua	Folk	Pop-folk	Shu-bi-dua 14	1640	1993	100659	
641	Lechner Buam	Folk	Volksmusik	Das So Was Gibt	1641		100660	
642	Wendy Leigh	Folk	Celtic	Harp & Piano Solos (1999)	1642	1999	100661	
643	Ann Reed	Folk	Folk	Timing Is Everything	1643		100662	
644	Basia Frydman	Folk		A Fremde In Der Nacht	1644		100663	
645	Lena Teigen	Folk		Lena Ii	1645		100664	
646	Varios Artistas	Folk	Villancicos	Antologã­a De La Navidad Canaria	1646	2000	100665	
647	David Francey	Folk		Skating Rink	1647		100666	
648	Terje Tysland	Folk		Hurra For M	1648		100667	
649	Schrammel & Slide	Folk		Ja Ja	1649		100668	
650	Horst Chmela	Folk	Folklore	Stolpern Dã¤rfst ....	1650		100669	
651	Lo Mejor De Confluencia	Folk	Ballad	Confluencia	1651	1997	100670	
652	The Gaels	Folk	Celtic	Rince	1652	1998	100671	
653	Vai-vai	Folk	Samba	Sambas De Enredo (cd 1: 1978 A 1989)	1653	2001	100672	
654	Moving Cloud	Folk		Cuckanandy	1654		100673	
655	Florie Brown	Folk		Best Of Irish Fiddle Tunes	1655		100674	
656	Mexicanto	Folk	Folk	En El Camino	1656		100675	
657	El Houssaine Kili	Folk	Ethnic	Safran	1657	2000	100676	
658	Toquinho	Folk		Instrumental	1658		100677	
659	Brian Joens	Folk	Folk	Hometown Planet	1659		100678	
