artist	category	genre	title	tracks	year	id
Leoncavallo - Mascagni A Rusticana	Classical	Classical	Leoncavallo / Paillasse - Mascagni / Cavalleria Rusticana	9300	2011	108725
Mozart	Classical	Classical	Piano Sonatas Vol. 2	9302	2005	108727
Christophe Rousset	Classical	Classical	Farinelli, Il Castrato	9303	1994	108728
Hannes Kaestner & Gabor Lehotkarks	Classical	Classical	Bach Toccata & Fugue: Great Organ Works	9304	1988	108729
Maurice Andrã©	Classical	Classical	L'art De Maurice Andrã© Cd4	9307	1985	108732
Various Artists	Classical	Classical	Classical Romance	9308	2014	108733
Kodaly Quartet (8.550395)	Classical	Chamber	Haydn: String Quartets Vol.12 (8.550395)	9309	1989	108734
J. Cage	Classical	Clasica	Cage: Music For Percussion 2. Amadinda Percussion Group	9311	2012	108736
Joonas Kokkonends/ Symphony No.1	Classical	Classical	Music For String Orchestra/ The Hades Of The Birds/ Symphony No.1	9312	Lahti So/ Ulf Soderblom	108737
Charles Valentin Alkan	Classical	Classical	Impromptus - Variations Etc.	9313	1994	108738
Various	Classical	Classical	Very Best Of Classical Chillout Gold (composers)	9314	2003	108739
Vincenzo Bellini	Classical	Opera	La Sonnambula (cd 2)	9316	2023	108741
Bartok	Classical	Classical	Martinu / Dorati / Concert For Lidice	9318	1991	108743
Pierre Fournier	Classical	Classical	Price Less: Saint-saens And Lalo	9320	1988	108745
Bach	Classical	Classical	Brandenburg Concertos	9322	2020	108747
Peter Mennin: Symphonies 3 & 7	Peter Mennin: Symphonies 3 & 7	Piano Concerto	Piano Concerto	9323	2012	108748
Brahmsaja	Classical	Classical	Die Schonen Magelone - Brigette Fassbaender & Elisabeth Leonskaja	9324	1993	108749
Leonard Bernstein	Classical	Classical	Chichester Psalms+symphonies No. 1&2	9325	1962	108750
La Sonora Santanera	Classical	Boleros	Boleros...Y Algo Mas	9329	2003	108754
Handel	Classical	Classical	Handel: The Messiah - The London Symphony Orchestra, Chorus And Soloists	9330	1995	108755
Harry Belafonte	Classical	Classical	Summertime & Other Great Songs	9331	1962	108756
Handel	Classical	Classical	Handel : The Messiah Disc B	9332	2023	108757
Cristina Branco	Classical	Fado	Sensus	9334	2003	108759
Puccini	Classical	Opera	Tosca (1 Of 2)	9336	1957	108761
Pã¡ll Rã³sinkranz	Classical	Classical	Nobody Knows	9337	2002	108762
Mozartn Dances - H. Von Karajan	Classical	Classical	Symphonies No. 29, Eine Kliene Nachtmusik, And 3 German Dances - H. Von Karajan	9338	1988	108763
Various Artists	Classical	Classical	Carols Of The Winter Solstice	9339	2000	108764
Mario Del Monaco	Classical	Classical	Recital	9341	1950	108766
Gerhard Graf	Classical	Classical	Modo Nuevo	9342	2014	108767
Franz Schubert	Classical	Classical	Schwanengesang, Ernst Haefliger	9345	1986	108770
Various	Classical	Classical	Classical Cinema 2	9346	2011	108771
Christ Church Cathedral Choirand Five Motets	Classical	Vocal	Palestrina: Mass For Pentecost And Five Motets	9347	1988	108772
Mozart	Classical	Classical	Mozart (karajan) - Kv 287 & Kv 525	9348	Herbert Von Karajan	108773
Jeffrey Stock	Classical	Classical	Lulie The Iceberg	9350	1999	108775
Grieg	Classical	Classical	Grieg's Greatest Hits	9351	2019	108776
Gioacchino Rossini	Classical	Classical	Rossiniana	9352	1998	108777
Johan Sebastian Bach Bwv 232 \ Herbert Von Karajan /berliner Philarmoniiker	Classical	Classical	Misa En Si Menor Disco 1	9353	1974	108778
Mozart	Classical	Classical	Symphonies Nos. 40, 28 & 31	9354	2023	108779
Andrã© Keijzer	Classical	Classical	Grote Kerk Dordrecht	9355	1994	108780
Various Artists	Classical	Classical	Mendelssohn	9356	1993	108782
Razumovsky Sinfonia - Alfred Walter	Classical	Classical	Ziehrer: Selected Dances & Marches - Vol.1	9357	1995	108783
Dmitry Sitkovetsky	Classical	Instrumental	Sonaten & Partiten [cd1.2]	9358	1985	108784
Grieg	Classical	Classical	Piano Concerto & Peer Gynt Suites	9359	2001	108785
Various	Classical	Classical	Classics For Relaxation And Meditation	9360	1994	108786
Roger Woodward	Classical	Classical	Little Masterpieces	9362	1996	108788
Biber	Classical	Classical	Sonatas - Rare Fruits Council	9364	2003	108790
Various	Classical	Classical	Great Oboe Concertos	9365	1983	108791
Csr Symphony Orchestra (bratislava)zes, Polkas And Marches Vol. 2	Classical	Classical	Strauss: Most Famous Waltzes, Polkas And Marches Vol. 2	9366	1988	108792
Various Artists	Classical	Classical	La Classica Anti-stress	9367	2020	108793
Haydn	Classical	Classical	Symphonies No. 88-92 & Sinfonia Concertante (disc 1/2)	9368	1954	108794
Wagner	Classical	Classical	Gã¶tterdã¤mmerung Cd 2	9369	1964	108795
Bach	Classical	Classical	English Suite No. 1 Â· Tocattas	9370	1996	108796
Schubert	Classical	Classical	Lieder 31	9372	2009	108798
Richard Wagner	Classical	Classical	Der Fliegende Hollã¤nder	9374	1986	108800
Clara Schumann, Fanny Mendelssohn-hensel, Alma Mahler	Classical	Classical	Lieder	9375	Roland Pã¶ntinen, Piano\nrecorded May 2	108801
Joseph Haydn	Classical	Classical	Symphonies, Volume 9 (2/3)	9377	1991	108803
Andrã© Verchuren	Classical	Classical	50 Ans D'amour	9378	1999	108804
Rossini	Classical	Classical	L'occasione Fa Il Ladro 2	9382	2018	108808
Peter Diamond And His Orchestra	Classical	Christmas	Merry Christmas & A Happy New Year	9383	1993	108809
Marie Mich Le Desrosiers	Classical	Classical	Classiques De No L	9384	1996	108810
Richard Clayderman & James Last	Classical	Classical	Golden Hearts	9385	1990	108811
Claude Debussy	Classical	Classical	Preludes, Book I	9387	1993	108813
Chopin	Classical	Classical	The Waltzes Complete	9388	1998	108814
Belinda Carlisle	Classical	Pop	Live Your Life Be Free	9389	1991	108815
Bach, Johann Sebastian (1685-1750)	Classical	Classical	Hohe Messe (bwv 232) Part I	9390	1994	108816
Cengiz Kurtoglu	Classical	Classical	Seven Benim	9391	1994	108817
Los Homeboys	Classical	Classical	What's Up? What's Up?	9392	1994	108818
Demis Roussos	Classical	Classical	Il Meglio Del Meglio Cd 1	9394	2002	108820
Mike Strickland	Classical	Classical	The Piano	9395	1999	108821
Nottoway High School Symphonic Wind Ensembleional Band Festival -- Carnegie Hall	Classical	Symphony	National Invitational Band Festival -- Carnegie Hall	9396	1998	108822
Wolfgang Amadeus Mozart	Classical	Opera	Don Giovanni Act Ii Concluded	9399	1958	108825
Wagner	Classical	Classical	Gã¶tterdã¤mmerung, Cd1	9400	1992	108826
Puccini	Classical	Classical	La Boheme	9401	2008	108827
Elgar	Classical	Classical	Pomp & Circumstance Marches,cockaigne, Crown Of India	9402	1978	108828
Wolfgang Amadeus Mozart36 \salzburg	Classical	Classical	K 476 \elvira Madigan\ / K 358 \haffner\ / K136 \salzburg	9403	1989	108829
The Philharmonic Symphony Of London	Classical	Classical	The Complete Nutcracker Ballet And Excerpts From Swan Lake	9405	1988	108832
David Russell	Classical	Classical	Music Of Federico Moreno Torroba	9407	1996	108834
Roland Dyens	Classical	Classical	Ao Vivo	9408	1989	108835
J. S. Bach	Classical	Classical	Well-tempered Clavier Ii - Jaccottet - Cd1	9409	1989	108836
Claudio Monteverdi	Classical	Classical	Messa A Quattro Voci, E Salmi (1650) - Cd1	9411	1995	108838
Various Artists	Classical	Ambient	Dream Planet	9413	2003	108840
Various Artists	Classical	Classical	Chambersax	9414	1999	108841
Vincenzo Bellini	Classical	Opera	I Puritani Cd 1-2	9415	1996	108842
Various	Classical	Classical	Relax To The Classics: Volume One	9416	2008	108843
Enigma	Classical	Classical	Forest Transit 6	9417	1998	108844
Franz Schubert, Felix Mendelssohn And Johannes Brahms	Classical	Classical	Menuhin Edition	9418	1991	108845
Joseph Haydn	Classical	Classical	The 12 London Symphonies (cd 2/4)	9419	1972	108846
Wiener Oktett	Classical	Classical	Schubert-spohr - Oktette	9420	1958	108847
Jacob Heringman	Classical	Classical	The Art Of The Lute Player	9422	2002	108849
Royal Winchester Orchestra	Classical	Instrumental	O Christmas Tree	9423	2012	108850
Dances	Classical	Cabaret	Disk 17	9426	2077	108853
Jascha Heifetz	Classical	Classical	Original Jacket Collection 13	9430	2011	108858
Various	Classical	Classical	Classical Chillout Gold Cd2 - Classical Chill	9431	2002	108859
Palestrina	Classical	Classical	Mass For Pentecost And Five Motets	9433	1998	108861
Al Bano Carrisi	Classical	Classical	Concerto Classico	9434	1996	108862
Arthur Grumiaux, Heinz Holliger, Herman Krebberss/double Concertos	Classical	Classical	Bach Violin Concertos/double Concertos	9436	1991	108864
More Quiet Moods	Classical	Classical	Classics For Relaxation - Disc 2	9437	1998	108865
Cuarteto Granados De Ncr	Classical	Classical	Concierto Presentaciã³n	9439	1996	108867
Gardiner, John Eliot	Classical	Chorus	Bach Sacred Choral Works - Cd 3	9442	2002	108870
Miklos Roza	Classical	Classical	Solo Sonatas	9444	1987	108872
The Avalon Sound Orchestra	Classical	Opera	The Druids	9445	1997	108873
Schubertschubert Sonata In Bb Major	Mome	Schubert Sonata In Bb Major	Impromptu In A Flat Major	9447	Mome	108875
Wolfgang Amadeus Mozart	Classical	Classical	Ultimate Classics (cd 2)	9449	1995	108877
Rachmaninoff	Classical	Classical	Rachmaninoff For Romance	9450	2003	108878
V.A	Classical	Classical	Â¹ãœâ¼ã’ (cd 09-â¿â¹â¼ãºâ°â¡ã€ã‡ Ãƒãšâ»ã³)	9452	2001	108880
Johannes Heesters	Classical	Classical	Pro7 Collection	9456	2008	108884
Johann Sebastian Bach	Classical	Classical	Cantatas Vol. 5 Cd 11	9457	1996	108885
Isato Nakagawa	Classical	Guitar	Dream Catcher	9458	1997	108886
Luciano Pavarotti	Classical	Classical	O Sole Mio - Favorite Neapolitan Songs	9459	1983	108887
Bach	Classical	Classical	Classics Of A Lifetime	9460	2001	108888
J. S. Bach	Classical	Classical	Konzerte Fuer Cembalo Solo Vol. 2	9462	2023	108890
Die Flippers	Classical	Folk	Die Schã¶nsten Lieder Der Flippers	9463	2021	108891
Various	Classical	Classical	A Musical Oddysey - A Journey Through The Classics	9466	2001	108894
Vivaldi	Classical	Classical	Vivaldi - Selection	9467	2023	108895
Christophe Glã¼ck	Classical	Opera	Orphã©e Ed Euridice	9468	1970	108896
1999 Soa Band And Chorus Tour (disc 2)	Classical	Classical	The Sound Of America 1999 European Concert Tour (disc 2)	9469	1999	108897
Stefan Nicolai	Classical	Classical	Golden Hits On Panflute	9471	1993	108899
Dirk Freymuth	Classical	Classical	'tis The Season: Christmas Guitar	9472	1998	108900
Bach	Classical	Classical	4 Orchestral Suites (disc 1/2)	9474	2011	108902
Hakase Taro	Classical	Classical	Taro	9475	1998	108903
Wagner	Classical	Classical	Siegfried Cd 3	9478	1962	108906
Georges Bizet	Classical	Classical	Carmen	9480	1978	108908
George Gershwin In Blue\	Classical	Classical	Gershwin On Screen I: \girl Crazy\ & \rhapsody In Blue\	9481	All Lyrics By\nira Gershwin	108909
Various	Classical	Classical	Sternstunden Der Oper -cd 3 -ludwig Van Beethoven	9482	1993	108910
Various Artists	Classical	Classical	Classical Moods 2 Of 3 - Time Life	9483	2021	108911
Dvorak	Classical	Classical	Slavonic Dances & String Serenade	9484	1989	108912
Walter Frye	Classical	Vocal	The Hilliard Ensemble	9485	1993	108913
Wim Mertens	Classical	Classical	Aren Lezen Cd3	9486	2001	108914
Wagner	Classical	Classical	Parsifal Disc4	9487	1981	108915
Crumb, George	Classical	Classical	Ancient Voices Of Children	9489	1971	108919
Wolfgang Amadeus Mozart	Classical	Classical	Eine Kleine Nachtmusik	9492	1999	108922
Van Cliburn	Classical	Classical	Legendary Performances Disc 2/2	9493	2009	108923
Modo Antiquo - F. M. Sardelli Rv 644 Cd2	Classical	Opera	A. Vivaldi - Juditha Triumphans Rv 644 Cd2	9494	2000	108924
Haydn, Josef (1732-1809)	Classical	Other	Symphonies Vol.16, Nos.74, 75 And 76	9495	2003	108925
Tan Dun	Classical	Classical	Symphony 1997 (heaven Earth Mankind)	9498	1997	108928
Jozef Sluys (martinuskerk, Cuijk)	Classical	Organ	Abraham Van Den Kerckhoven	9499	2000	108929
Hindemith	Classical	Classical	Hindemith Conducts Hindemith	9500	2018	108930
Shostakovich	Classical	Classical	Quartets Nos.3,5 & 7 (st.Petersburg String Quartet)	9501	2000	108931
Sofronitsky - Live 1949	Classical	Classical	Chopin, Scriabin	9507	1949	108937
Various	Classical	Classical	Collection Bonsai	9508	2010	108938
Rachmaninov	Classical	Classical	Suites & Symphonic Dances (op 5, 17, 45)	9509	1991	108939
Herbert Von Karajan	Classical	Classical	95th Anniversary - Cd 1	9510	2003	108940
Pergolesi	Classical	Opera	Adriano In Siria 3.3	9511	2016	108941
Los Chichos	Classical	Classical	Sus 22 Mejores Canciones	9512	1995	108942
Cantos Da Cf 2002	Classical	Classical	Por Uma Terra Sem Males	9513	2002	108943
Nota Bene	Classical	Classical	Zeitsprung	9514	1994	108944
Vivaldi	Classical	Classical	The Four Seasons	9515	2023	108945
Various Artists	Classical	Soundtrack	Austin Powers - The Spy Who Shagged Me	9517	1999	108947
Ferrante	Classical	Classical	Winter Wonderland And Other Christmas Piano Favorites	9519	1995	108949
Various Artists	Classical	Opera	De Beste Operettemelodieã«n Cd 1	9520	1999	108950
Tchaikovsky	Classical	Classical	The Sleeping Beauty Suite From The Ballet	9521	2023	108951
Jacinto Guerrero (1895-1951)	Classical	Zarzuela	Los Gavilanes	9523	1961	108953
Frederic Chopin	Classical	Classical	Nocturnes , Polonaises, Mazurkas	9526	1987	108956
Hã©lã¨ne Segara	Classical	Easy Listening	Humaine	9527	2003	108957
Golden Door	Classical	Classical	Golden Door	9528	2001	108958
Bolero	Classical	Classical	Bolero	9529	2018	108959
Johann Sebastian Bach	Classical	Classical	Bwv1041,1042,1043,1060	9530	1994	108960
Rolf Zuckowski	Classical	Classical	Die Vier Jahreszeiten Des Kleinen Bã¤ren	9531	1994	108961
Various	Classical	Classical	Classical Favorites Disc 2	9532	2001	108962
Philips, Peter	Classical	Classical	(choir Of Winchester Cathedral - The Parley Of Instruments - D.Hill)	9534	1993	108964
L. Boccherini	Classical	Classical	Quartetti, Quintetti	9535	1994	108965
Artur Grumiaux, Violin	Classical	Classical	The Art Of Grumiaux (cd1)	9540	1970	108970
Various Artists	Classical	Classical	Les Grands Classiques Au Cinã©ma	9541	2000	108971
Joseph Lanner	Classical	Classical	Dance Music From Old Vienna	9542	2017	108972
Tatrai, Vilmos	Haydn - Symphony No. 55 In E Flat Major \schoolmaster\	Classical	Hungarian Chamber Orchestra5 In E Flat Major \schoolmaster\	9543	Hungariton White Label Hrc 140\nhaydn Symphony No. 55 In E Flat Majo	108973
Johann Sebastian Bach	Classical	Classical	Concertos	9544	1975	108974
Verschiedene	Classical	Classical	Trã¤umerei	9545	2000	108975
Gustav Jenner	Classical	Chamber Music	Kamermuziek Vol.2	9547	2002	108977
Various	Classical	Classical	Festive Overtures	9548	2007	108978
Willi Boskovsky	Classical	Classical	Strauss A Vienne	9549	1972	108979
Various Artists	Classical	Chamber Music	Ravel - Introduction Et Allegro Pour Harpe	9550	1974	108980
Various	Classical	Classical	Discover The Classics	9551	2010	108981
Johann Sebastian Bach	Classical	Classical	Das Kantatenwerk Vol. 16 (1/2)	9554	2023	108984
Stump	Classical	Classical	A Fierce Pancake	9556	2014	108986
Violeto Trio - Steve Sremac, Violin	Paul Rhodes Or Mark Summer, Cello	Violeto Trio - Steve Sremac, Violin	Karen Sremac, Clarinet	9557	Paul Rhodclassic Sketches (disc 1 Of 2)	108987
Various	Classical	Classical	Ocarina	9558	1989	108989
English Chamber Orchestra Wind Ensemble	Classical	Chamber	Classic Champagne	9559	1982	108990
Â¾hã„râ§g	Classical	Oldies	Greatest Hits Vol.2	9560	1989	108991
Sverrir Guã°jã³nsson	Classical	Classical	Epitaph	9562	1998	108993
London Symphony Orchestra	Classical	Classical	Norske Popklassikere	9563	1997	108994
C.W. Gluck - Kowalsky, Schellenberger, Haenchen	Classical	Opera	Orfeo Ed Euridice Cd 1	9564	1988	108995
London Symphony Orchestra	Classical	Classical	Mussorgsky, Night On A Bare Mountain	9567	2012	108998
Johann Sebastian Bach	Classical	Classical	Bwv_232 - Mass In B Minor, Disc 1	9568	1983	108999
Gioachino Rossini	Classical	Classical	Il Barbiere Di Siviglia (disk 3 Of 3)	9570	1975	109001
Johann Strauãÿ	Classical	Classical	Johann Strauãÿ-edition Vol. 46	9572	1993	109003
Grace Cathedral Choir Of Men And Boysthedral	Classical	Christmas	Rejoice! Christmas At Grace Cathedral	9573	1986	109004
The London Brass Virtuosi	Classical	Classical	David Honeyball / English Music For Brass	9574	1988	109005
Mela Tenenbaum, Viola	The Devil Make Me Do It!	Classical	Richard Kapp, Piano	9575	Year: 2002	109006
Complete Piano Duets Cd1	Classical	Classical	Mozart	9577	1991	109008
Joseph Haydn	Classical	Symphony	Symphonies Nos. 88, 89, & 90	9578	1994	109009
Compil Fnac	Classical	Classic	Indetendances Classique	9579	2002	109010
Joã£o Carlos Martins	Classical	Classical	J.S. Bach-the Well Tempered Clavier, Book I	9580	1964	109011
El Chato	Classical	Ambient	Ambiance Explosive Avec Tous Les Medleys - Vol 1,2,3,4	9583	2005	109014
Various	Classical	Opera	Opera Pur 11998	9584	1998	109015
Renato Zero	Classical	Classical	Cattura	9585	2003	109016
Sir Thomas Beecham	Classical	Classical	Mozart - Symphonies	9588	1999	109019
Gioacchino Rossini	Classical	Opera	Il Barbiere Di Siviglia	9590	1972	109021
Mendelssohn	Classical	Classical	Works For Orchestra Disk 5	9597	2023	109028
Johannes Ockeghem	Classical	Classical	Missa De Plus En Plus & Chansons / Orlando Consort	9598	1997	109029
David Schrader	Classical	Classical	Padre Antonio Soler Harpsichord Sonatas Volume Ii	9600	1991	109031
Wolfgang Amadeus Mozart	Classical	Classical	Piano Sonatas Nos. 7, 15, 17 & 18	9602	1999	109033
Inker & Hamilton	Classical	Pop	Poetry In Motion	9603	1994	109034
String Tribute To The Red Hot Chili Peppers	Classical	Classical	The String Tribute To The Red Hot Chili Peppers	9604	2004	109035
Still	Classical	Classical	Symphony No 3 - Festive Overture	9606	1996	109038
Various Artists	Classical	Classical	Â³ã«â·â¡ã€ã‡ Â³â¯â°â³ Ã€â§â¿â¡ Â¶ãÿâ´ã‚ Âºâ°	9608	2003	109040
Paul Van Nevel	Classical	Classical	Constanzo Festa - La Spagna	9613	2003	109045
Andrew Lloyd Webber	Classical	Classical	Masterpiece	9616	2002	109048
Leonard Bernstein	Classical	Classical	Bernstein Conducts Bernstein Cd5	9617	2002	109049
Puccini, Giacomo (1858-1924)	Classical	Classical	La Bohã¨me - Cd2	9620	2023	109052
Mozart	Classical	Classical	Coronation Mass/ Trinity Mass	9621	1999	109053
Henry Purcell	Classical	Classical	Ode For St. Cecilias's Day	9622	1982	109054
Chopin	Classical	Classical	Divers - Chopin	9623	1989	109055
Rossini	Classical	Opera	Gugliemo Tell Cd 2	9624	1989	109056
Various Artists	Classical	Classical	Chamber Music For Winds Disc 3 Of 3	9626	1992	109058
Felix Mendelssohn Bartholdy	Classical	Classical	A Midsummer Nights Dream	9627	1985	109059
Margaret Marshall/felicity Lott/vittorio Negri	Classical	Classical	Vivaldi	9628	1977	109060
Jan Mulder	Classical	Classical	Improvisaties - Laurenskerk Rotterdam	9629	1995	109061
Various	Classical	Classical	Famous Waltzes	9630	1984	109062
Various Artists	Classical	Classical	Classical Collection Vol. 3	9632	1995	109064
Georges Bizet	Classical	Opera	Carmen (cd 2)	9633	1958	109065
Kirchen-chorgesang	Classical	Classical	Thomas Hettwer - Requiem	9634	2001	109066
Antonin Dvorak	Classical	Classical	Dvorak In Prague	9635	1993	109067
Triology & Wolfgang Muthspiel	Classical	Classical	That's All Daisy Needs	9636	2003	109068
101 Classics	Classical	Classical	Mostly Baroque	9638	1997	109070
Strauss	Classical	Classical	Music From Vienna Iii	9639	1998	109071
Samuel Barber	Classical	Classical	Cello Concerto & Medea & Adagio For Strings	9640	1989	109072
Richard Strauss	Classical	Classical	Vier Letzte Lieder	9641	2011	109073
Silvestre Revueltas	Classical	Classical	Night Of The Mayas	9642	1994	109074
Various Artistsstra) [d. Gram]	Classical	Classical	Claudio Abbado Conducts (london Symphony Orchstra) [d. Gram]	9643	1986	109075
Sir John Barbirolli	London Sym Orchlius Orch Wks Disc 2	Frederick Delius Orch Wks Disc 2	Halle Orch	9645	Classical	109077
Various	Classical	Classical	1000 Jahre Ã–sterreich	9646	1996	109078
Johann Strauss Ii	Classical	Classical	Waltz And Polkas	9648	1982	109080
J.S. Bach	Classical	Classical	Brandenburgische Konzerte Nr 4-6	9649	1965	109081
Various Artists	Classical	Classical	Carols From Trinity Cd2	9650	2002	109082
Bã©la Bartã³k	Classical	Classical	String Quartet	9651	2002	109083
Antonio Vivaldi	Classical	Classical	The Four Seasons Op. 8	9653	1985	109085
Andres Segovia	Classical	Classical	Hall Of Fame - Andres Segovia (cd1-bach)	9654	2002	109086
Greg Joy	Classical	Ethnic	Celtic Guitare	9655	2000	109087
Meyerbeer	Classical	Classical	Les Huguenots (disc 3 Of 4)	9656	2003	109088
Bach, Johann Sebastian	Classical	Classical	L'intã©grale Des Sonates Pour Flã»te (cd2-2)	9657	1967	109089
Bronn Journey	Classical	Classical	Journey Home Â¤sâ¸yâ¤wâªâºâ®a	9659	1998	109091
Variousumaines)	Classical	Classical	Star Of The Magi (suzie Leblanc, Daniel Tylor, Voix Humaines)	9661	1999	109093
Haydn	Classical	Classical	String Quartets, Op. 33 (disc 1/2)	9662	1988	109094
Matthias Goerne	Classical	Classical	Arias	9663	2002	109095
Homilius, G.A.)	Classical	Classical	Matthã¤us-passion (akademie Fã¼r Alte Musik Berlin, Cd 2)	9666	1993	109098
Edvard Grieg	Classical	Classical	Sinfonische Tã¤nze, Elegische Melodien, Peer Gynt Suiten	9667	2003	109099
Armenian Philharmonic - Loris Tjeknavorianhony No2 - The Bell - Battle Of Stalingrad Suite	Classical	Classical	Kachaturian - Symphony No2 - The Bell - Battle Of Stalingrad Suite	9668	1993	109100
Cage John	Classical	Classical	The Works For Piano 4 - Margaret Leng Tan	9669	1997	109101
Bach - Dresdner Kreuzchor & Rudolf Mauersberger32 [cd 1]	Classical	Classical	Messe In B-moll Bwm 232 [cd 1]	9670	1958	109102
Verdi	Classical	Classical	The Best Of Verdi	9671	2000	109103
Classics Forever	Classical	Classical	Classics Forever Cd2	9672	2002	109104
Mozart P.Galli	Classical	Classical	Variations, Vol 3	9673	1993	109105
Arvo Pã¤rt	Classical	Classical	Te Deum	9675	1986	109107
Heitor Villa-lobos	Classical	Classical	String Quartets Nos.11, 16 And 17	9676	1992	109108
Galuppi - Scarlatti - Raveluro Benedetti Michelangeli - I Cd 2-2	Classical	Classical	Great Pianists Of The 20th Century - Arturo Benedetti Michelangeli - I Cd 2-2	9677	1998	109109
Richard Strauss	Classical	Opera	Die Liebe Der Danae Act Iii	9678	2001	109110
Wolfgang Amadeus Mozart - Le Quatuor Talich	Classical	Classical	Intã©grale Des Quatuors Cd1	9679	1984	109111
North Texas Wind Symphony	Classical	Symphony	Luminaries	9684	1996	109116
Varios	Classical	Classical	Carmen	9685	1999	109117
Takashi Yoshimatsu	Classical	Classical	Symphony No. 5, Etc.	9686	2003	109118
Toru Takemitsu	Classical	Classical	Chamber Music	9687	2007	109119
Schoenberg, A	Classical	Classical	Moses Und Aron, Kammersymphonie No 2 [cd 2]	9688	2014	109120
New World Symphony W/michael Tilson Thomas	Classical	Classical	The Music Of Ingolf Dahl	9689	1995	109121
Berlin Radio Symphony Orchestra - Heinz Rogneron	Classical	Classical	East German Revolution	9692	1990	109124
W.A. Mozart	Classical	Classical	Klavierwerke Babette Hierholzer	9693	2018	109125
Beethoven	Classical	Classical	The Complete Piano Sonatas And Concertos - Claudio Arrau - Disc 8	9695	2001	109127
Sabine Meyer	Classical	Classical	C. Stamitz: Clarinet Concertos - Vol. Ii	9696	1995	109128
Handel	Classical	Classical	Music For The Royal Fireworks, Watermusic Suite	9698	1749	109130
Renata Tebaldi	Classical	Classical	Christmas Festival	9701	1950	109133
Mouloudji	Classical	Chanson	Le Disque D'or	9702	1981	109134
Carlos Barbosa	Classical	Classical	Rhapsody In Blue And West Side Story	9704	1988	109136
Erroll Garner	Classical	Classical	The Original Misty	9705	2003	109137
Bach Choir Of Bethlehem	Classical	Classical	Wachet Auf!	9706	1989	109138
Various Artists	Classical	Classical	The Spirit Of The Season	9707	1998	109139
The American Boychoir	Classical	Classical	On Christmas Day	9708	1988	109140
J.S. Bach - Jaakko & Pekka Kuusisto With Tapiola Sinfonietta	Classical	Classical	Violin Concertos	9711	2001	109144
George Butterworth	Classical	Classical	The British Music Collection	9713	2001	109146
Mozart	Classical	Classical	Symphonies 22, 23, 24 & 25	9714	2011	109147
The Power Pack Orchestra	Classical	Classical	Dance To Your 40 All-time Ballroom Hits	9715	1989	109148
Patrick Fiori	Classical	Chanson	A Marseille	9717	2002	109150
Various	Classical	Classical	Famous Piano Works	9720	2002	109153
Vincenzo Bellini	Classical	Opera	Homenaje A La Ã“pera - Norma	9722	2001	109155
Pierre De La Rue	Classical	Classical	Missa De Septem Doloribus	9725	2002	109158
Harnoncourt - Concentus Musicus Wien13, 14 & 20	Classical	Classical	Mozart, Symphonies Nos. 13, 14 & 20	9726	1998	109159
Mina	Classical	Classical	Mazzini Canta Battisti	9727	1987	109160
Hudecek	Classical	Classical	Il Giardino Di Musica	9729	1997	109162
Various Artists	Classical	Classical	The Very Best Of Romantic Classics	9730	1993	109163
Frank Martin	Classical	Classical	Concerto For 7 Wind Instruments	9731	1951	109164
Various	Classical	Classical	The Ultimate Opera Album Volume 1	9732	1990	109165
Various Artists	Classical	Classical	Grand Potpourri - Grand Concertos	9733	2020	109166
Various	Classical	Classical	Valsas E Danã§as Clã¡ssicas	9734	2004	109167
Donizetti	Classical	Opera	Lucia Di Lammermoor	9737	1989	109170
Sibelius	Classical	Classical	Greatest Hits	9739	1995	109172
Various Artists	Classical	Classical	Best Loved Classics 12	9740	1991	109173
Prazak Quartet	Classical	Classical	Beethoven String Quartets 4, 5, 1	9741	2001	109174
Igor Stravinsky	Classical	Classical	Sacre Du Printemps & Firebird (pierre Boulez)	9742	2007	109175
Franã§ois Couperin	Classical	Classical	Troisiã©me Livre De Piã¨ces De Clavecin	9744	1988	109177
Leopold Mozart	Classical	Classical	7 Symphonies	9745	1991	109178
The New London Chorale	Classical	Classical	The Young Wolfgang Amadeus Mozart	9746	1986	109179
Wolfgang A. Mozart	Classical	Classical	Requiem In D Minor, K.626	9748	1961	109181
Hallmark	Classical	Classical	A Soothing Soak	9749	2001	109182
Royal Philharmonic Orchestra	Classical	Classical	Abba Greatest Hits	9750	2017	109183
Qqq	Classical	Classical	Â¥ã¬â«â½â¡eâºâ¿â¾â· Eva Marton Â¤kâ°âªâ­âµâ¡eâ½ãâµ^â¡eâ¬ã›â¬mâ¥ãâ½ã· New York Harp Ensemble	9751	1995	109184
Carl Ditters Von Dittersdorf	Classical	Classical	Mhs, Three Symphonies	9752	1987	109185
Haydn	Classical	Classical	String Quartets Op17 - Cd 2 - Tatrai Quartet	9755	1968	109189
Various Artists	Classical	Classical	Heroes (arias By Handel, Hasse, Gluck, Mozart)	9757	1999	109192
Bent Sã¸rensen	Classical	Classical	Birds And Bells	9758	\toslo Sinfonietta (6-8)	109193
Umberto Giordano	Classical	Opera	Andrea Chenier	9759	1960	109194
Falla	Classical	Classical	Es Sombrero De Tres Picos	9761	1983	109196
J. S. Bach	Classical	Classical	Brandenburg Concertos 1-6 (disc 1)	9762	1969	109197
Mozart By Otto Klemperer	Classical	Classical	Mozart Symphonien	9764	1989	109199
W. A. Mozart	Classical	Classical	Piano Sonatas Vol. I	9767	1996	109202
